1000 5000
621 809 1725
622 623 3317
315 354 2741
245 801 3126
162 597 7349
283 528 7511
624 625 2050
356 483 8111
624 844 1324
27 795 9193
2 335 7573
412 994 1467
564 565 8109
82 225 5020
625 793 271
626 627 2390
212 691 8111
28 921 9991
207 240 2680
513 645 713
627 685 5276
627 813 31
627 935 9683
628 629 8233
78 200 802
402 727 1545
629 778 6756
274 793 7455
310 431 4009
501 502 140
203 583 1056
36 180 3480
630 917 3926
630 929 4427
141 817 6052
257 304 1006
631 794 1999
631 918 3057
51 156 425
419 490 8326
500 889 112
166 522 2621
633 634 1926
633 667 6459
575 576 6462
633 809 1793
66 382 3270
239 959 1275
334 722 714
120 651 5045
634 886 8252
635 636 6304
635 663 8840
417 776 5457
246 742 1940
721 722 8562
114 423 129
235 410 2411
211 897 8236
447 448 3820
638 639 4454
246 676 2014
638 832 5699
638 892 6604
638 944 3542
639 640 3100
548 566 1712
639 733 2878
639 738 2625
782 946 6820
639 974 5270
239 912 3003
448 666 1133
640 659 2055
390 711 7383
468 542 5694
402 403 57
7 492 7416
641 935 5543
641 967 2727
82 83 3393
135 157 9315
162 590 5538
642 811 9124
642 987 849
643 644 8560
643 776 8304
643 799 7309
644 645 1373
558 963 7095
470 913 2327
644 908 2302
293 440 5297
645 646 1365
645 827 1442
645 853 6442
490 959 8500
527 528 8208
386 403 4066
521 729 3902
689 862 9170
190 543 6536
80 180 8802
860 998 3684
842 910 91
34 138 5183
649 650 2463
649 805 9034
649 813 9638
76 914 4458
650 728 3111
650 746 9634
651 652 1210
651 689 264
651 691 961
245 550 8091
154 521 1038
652 761 9394
652 766 4030
680 737 4128
83 140 2686
822 834 3796
448 982 3246
653 655 9071
653 754 689
466 467 2236
654 655 5430
33 199 5916
219 598 1002
602 603 2416
945 946 1616
881 882 1223
337 622 2860
184 590 7348
419 939 6548
656 728 3675
219 370 7585
236 237 6252
58 666 918
311 867 4489
657 658 2764
581 797 127
658 659 2544
75 254 4949
659 660 5198
659 728 7453
660 661 641
660 662 5806
810 921 8726
36 719 2658
661 662 2150
661 701 9812
423 947 3724
267 634 2811
725 982 3208
663 758 2277
71 368 2672
663 884 2232
664 665 9190
23 851 777
94 473 6446
540 573 1107
665 666 9796
665 672 1199
660 962 8341
665 694 1809
207 912 7348
665 971 2951
666 667 4024
321 468 7766
666 834 5125
111 899 4817
163 936 2117
285 286 6270
60 61 9257
667 867 4454
667 956 660
62 168 3161
410 464 2091
256 467 9622
230 854 8354
417 453 3222
669 678 4544
231 955 9681
548 649 111
669 786 1619
669 787 5821
279 338 9290
669 975 4564
670 671 212
670 876 954
671 672 2377
328 493 7273
568 763 8994
671 977 9270
92 93 3872
546 655 5382
390 669 8806
508 623 587
507 879 3248
932 933 5785
673 916 8791
674 675 7155
115 351 9228
388 585 1031
676 677 9375
807 808 8138
131 132 5070
467 952 4406
676 863 6229
190 682 2518
310 924 569
677 679 6714
24 892 599
453 980 3637
677 955 192
678 679 1742
829 856 2565
221 519 8854
658 939 1157
324 894 1414
355 356 5830
71 632 3339
140 141 2131
795 796 1891
637 689 6277
372 373 6556
8 730 6800
486 823 3335
839 845 5708
193 387 1728
680 865 4670
680 991 3513
681 682 1108
387 587 8776
681 977 3377
849 850 2427
898 980 8876
509 709 8460
682 965 5478
682 971 6442
760 958 984
683 877 4362
264 787 8897
239 481 4022
684 685 6172
684 858 2396
684 918 7863
96 622 4483
214 861 5177
685 686 5306
199 721 910
625 626 2318
142 712 7222
51 643 6735
210 759 4289
687 721 4676
687 795 4179
1 561 640
687 842 2921
687 866 9440
688 689 8986
689 690 1243
230 836 5688
58 972 1059
689 885 3064
690 691 5916
776 777 7672
691 692 1577
394 637 539
916 989 1734
135 136 8260
94 376 1049
258 703 8315
693 741 3152
693 777 6837
424 521 4542
469 699 1501
694 695 1565
361 768 2047
31 32 5700
695 696 1078
695 843 9569
696 697 8029
81 869 1492
696 934 6093
190 707 2081
33 415 4234
133 359 9812
697 866 485
697 877 2970
325 768 8225
698 920 6056
75 579 2521
699 700 8452
350 351 6536
700 701 6542
8 464 4025
19 465 4200
701 850 3433
154 903 9945
702 703 308
702 795 3856
702 810 529
195 527 8475
530 789 4598
159 261 2415
703 763 300
72 357 3193
86 581 5556
703 859 6273
703 990 4929
176 945 1498
704 710 149
286 758 195
346 717 1209
501 732 3808
88 801 2627
567 884 6390
117 118 9110
705 931 9146
45 496 5698
905 906 3616
73 970 4082
706 875 7897
706 966 2065
306 307 452
294 322 4118
708 814 4049
162 531 1615
475 476 3411
414 415 3964
99 248 274
709 834 4304
156 465 195
594 595 534
60 759 6008
711 712 2768
711 759 9839
218 219 4416
369 422 7248
318 915 9174
586 587 3887
388 784 7059
17 466 3949
246 339 4989
365 524 3737
36 227 5596
713 985 953
714 715 3343
272 670 4456
714 794 9965
338 576 1567
128 806 6883
955 956 2348
10 78 2147
715 716 4793
202 588 9081
284 533 418
473 474 7096
20 126 1941
282 297 1715
116 232 3030
183 636 1785
407 678 5966
718 847 7750
498 841 2198
664 772 9354
339 778 1368
718 929 4017
343 344 4505
417 418 9064
3 4 1867
590 863 606
541 947 5087
283 991 9055
54 442 4932
719 920 295
720 721 5370
277 750 1086
720 874 8040
86 622 7706
263 721 4382
721 949 5144
104 760 4699
722 785 2127
722 899 8629
803 804 9452
707 708 4465
723 839 1370
585 791 2071
723 939 5271
956 979 7314
67 117 9533
724 742 9464
28 877 3096
229 230 8307
209 210 6048
27 125 161
962 963 2596
214 405 2082
65 166 7795
663 664 3491
725 998 2268
698 699 4562
58 59 2738
85 955 6634
727 728 1596
728 729 9529
560 561 6250
768 769 7199
705 791 1253
129 473 4230
729 759 4284
251 505 352
33 989 1357
205 625 4902
580 816 7775
415 689 6084
159 465 3317
731 859 6984
732 733 4139
215 283 6905
732 850 8507
732 930 464
732 988 5764
612 878 3281
142 633 1617
100 882 5402
501 567 9235
735 736 2157
742 852 9774
118 216 576
987 988 107
748 853 5272
737 756 6804
737 834 7965
737 891 1402
24 850 5831
375 376 962
273 704 8786
189 228 6831
738 902 3791
268 699 6122
117 203 4872
566 722 1819
57 891 4327
741 742 9845
742 743 40
542 930 1195
742 886 8032
722 723 1974
743 744 4776
743 749 5541
743 782 8035
194 493 2268
491 682 8727
745 746 2128
34 676 281
745 795 1980
745 841 8778
338 339 1993
40 459 1265
746 975 7695
747 748 7384
747 931 2452
502 851 2477
122 539 1896
749 750 7059
209 861 5999
493 652 7758
351 547 4568
750 902 8024
232 921 1501
751 752 1106
752 753 469
356 357 2137
753 761 6466
54 55 1578
754 755 5752
754 900 3944
71 425 3546
484 485 1953
354 894 8407
588 767 8151
81 172 63
870 913 3578
218 222 2083
584 949 8174
757 841 1371
757 888 2121
323 829 802
301 769 6781
160 373 9178
701 962 2181
819 820 8767
595 951 7938
6 887 116
134 453 7436
760 851 1520
443 902 4717
97 110 1641
217 451 6343
423 424 1592
761 985 6835
314 356 3517
762 988 336
763 764 7215
763 968 6080
102 950 6247
215 592 690
683 684 1519
766 767 4719
767 768 4245
39 365 7791
769 769 6512
769 770 2543
149 874 7906
867 868 4968
863 864 1846
7 918 3614
771 852 7258
365 627 2920
550 671 8377
524 852 8409
201 779 4749
774 895 2913
298 568 998
775 776 4712
443 444 9411
690 957 2172
159 507 7796
777 778 8932
777 823 5311
23 845 3291
778 787 2345
226 812 2474
580 995 2695
195 465 8530
500 828 2334
827 994 1876
202 329 9363
301 570 789
282 349 2416
275 317 6438
639 782 3731
422 518 6883
250 754 2169
685 806 5734
234 996 5606
783 994 6948
44 775 2751
414 455 5823
504 982 7352
341 818 2030
786 805 9754
174 315 2248
787 810 5611
787 985 3710
788 789 9692
305 455 6145
656 663 7674
789 852 5638
789 901 4828
790 791 7277
740 854 4170
550 551 6385
252 319 4435
94 95 4775
246 387 8802
390 629 7967
116 322 4411
118 119 1518
719 754 3117
342 575 7085
393 753 2085
488 595 1906
794 812 6237
304 635 260
425 426 6010
795 806 628
994 995 2642
796 853 4806
678 873 7124
723 984 2617
522 561 7467
139 701 9124
86 715 894
799 991 4768
800 801 7772
291 663 6435
800 941 1289
801 802 4948
120 610 497
148 363 944
212 755 1472
804 805 7987
213 948 4481
805 806 1186
861 862 6606
604 801 6768
806 819 935
718 891 7855
19 777 2319
505 980 5958
807 946 7757
808 809 9794
809 810 6996
809 913 974
820 908 4250
297 725 8651
679 961 4043
393 733 8019
378 782 366
86 749 9911
495 496 1823
286 287 2244
617 962 1675
813 906 7409
304 305 8043
330 629 330
319 433 183
382 383 729
270 516 6757
150 451 7034
102 103 7263
816 985 900
817 818 7497
817 827 1645
32 374 5453
229 826 9333
299 344 4898
820 821 7454
820 885 9213
810 811 1563
653 865 1377
870 938 196
452 936 8173
822 823 7978
319 871 8151
387 388 1153
166 167 1283
43 44 1406
722 953 2565
117 958 5513
417 671 7540
91 131 1405
825 1000 2070
902 924 2759
72 73 3377
827 877 5949
780 936 2827
288 848 109
845 922 6436
107 108 9543
678 720 968
205 701 5355
68 512 1148
821 836 9706
99 798 1885
832 833 3954
260 707 5398
614 970 242
877 878 952
130 553 2873
538 561 9245
833 991 2154
262 330 7816
744 845 7119
834 866 1123
337 830 1247
835 892 3221
953 954 5298
51 100 1872
825 930 8647
837 838 8782
516 543 6912
485 720 329
196 851 1747
460 985 8691
839 840 5420
680 749 5925
657 762 9041
954 955 4389
840 841 5939
46 262 9229
228 799 6373
283 343 3322
122 193 8831
114 115 5282
185 186 9560
844 845 8373
844 950 5739
34 89 5571
86 653 2177
538 625 2006
194 195 5033
251 671 430
120 271 9620
172 655 5390
526 630 1969
848 942 3543
115 810 6984
850 851 1638
310 694 1162
851 852 1576
218 825 3582
19 266 1888
203 798 62
816 817 9544
128 965 9470
397 731 9805
855 856 2985
320 489 1998
855 991 2372
445 898 2785
676 770 2002
856 961 1431
171 446 8027
611 884 1588
190 722 2349
254 312 7655
68 188 1288
859 935 1610
864 865 7408
116 293 6332
860 861 5643
534 535 2597
860 999 7445
136 137 5961
862 863 5346
202 203 1530
94 188 640
23 769 7010
503 618 1422
865 866 3969
175 478 769
169 930 9747
132 133 7417
989 990 289
867 919 3468
265 362 630
174 430 8120
829 830 4668
869 870 6951
533 762 2533
507 508 8558
49 931 5590
22 923 4835
25 401 8860
6 904 7394
872 873 6364
873 874 607
873 911 8979
484 649 2642
874 903 5459
2 435 25
875 876 987
241 863 5527
923 928 5630
271 963 2358
824 971 4518
878 894 8714
878 944 5652
879 880 8613
72 459 508
880 881 1336
496 812 3616
812 813 3183
882 939 1227
882 999 2754
883 884 6075
123 249 753
884 906 9214
885 886 88
886 887 9832
886 907 7549
256 424 9489
886 984 2680
13 811 1294
16 842 4398
889 890 900
302 364 2369
304 423 8315
890 891 3195
3 611 991
441 843 6604
34 394 8535
144 196 2542
894 944 1941
894 985 6189
237 920 6839
896 897 7988
897 898 8572
898 899 7735
520 986 8083
486 954 3719
145 721 4892
900 901 8510
391 747 1274
716 842 667
577 578 7413
10 942 1889
433 956 6085
903 904 5127
903 963 22
624 942 2775
904 974 7449
706 714 2053
906 907 3083
317 723 3976
401 402 368
907 927 4699
193 194 2647
84 425 9696
910 911 3706
910 946 5050
910 947 9218
223 287 2016
911 912 368
911 926 5190
129 466 1781
135 252 6374
913 914 7562
24 710 9591
913 923 1620
98 134 110
915 916 6673
916 917 7216
146 992 8426
422 668 9112
65 538 6007
455 575 1455
15 16 5196
921 922 8508
922 923 838
130 818 7684
201 286 7958
591 975 7964
924 925 2503
439 807 5397
925 926 91
278 624 8617
927 928 2500
14 285 3169
18 19 8300
973 974 1128
247 282 7168
930 989 1540
931 932 7446
931 955 8485
487 667 8005
107 272 7162
933 954 7728
160 519 7065
42 288 3661
965 966 8391
552 553 5413
938 939 3241
552 554 181
940 941 4407
308 339 9552
474 937 1551
543 544 2479
251 284 8049
944 945 8021
229 581 4301
945 956 2840
946 947 4641
59 60 5336
192 193 4143
11 940 2810
66 322 2326
950 951 5544
47 640 9696
839 866 1058
952 953 4057
404 678 2235
62 522 7264
141 352 5092
52 53 9536
95 593 480
957 958 8708
724 913 3869
210 713 4466
471 633 4417
425 566 8094
126 604 7674
600 609 1580
59 159 1032
580 581 5919
392 959 2119
213 214 6787
64 844 8579
966 967 314
305 306 2651
207 208 7226
968 969 4827
261 983 9579
541 660 8274
165 166 102
865 972 9105
535 644 4184
972 973 1786
697 825 784
204 996 2730
105 947 7239
976 977 1394
184 647 2268
547 851 3469
546 621 9248
228 556 544
499 971 4648
397 698 2458
430 886 612
984 985 674
679 858 998
398 824 8350
25 512 9838
111 700 3896
988 989 621
51 794 9508
329 647 2169
189 321 2448
99 291 9901
276 337 462
802 851 434
74 328 9617
996 997 6194
997 998 1108
429 796 4351
612 991 8076
